ESTADO,EDAD,PROMEDIO ICFES,PROMEDIO_CARRERA,B,H,E,DESERTOR,
0,31,42.87375,3.763636364,2.803333333,4.135,4.1125,1,
0,30,44.27,3.312727273,3.1125,3.787142857,3.083636364,0,
0,21,44.375,2.765,2.255,2.39,4.91,1,
0,34,47.875,4.452173913,4.39,4.44,4.48,0,
0,23,38.5,3.435454545,2.55,3.7175,3.8175,0,
0,17,37.935,4.304545455,4.47,4.2725,4.2125,0,
0,18,60.25,4.1,3.533333333,4.2725,4.3525,0,
0,27,44.77875,3.860909091,3.166666667,4.2425,4,0,
0,23,37.625,2.918333333,1.14,3.1,3.535,1,
0,39,48,4.815454545,4.846666667,4.7625,4.845,0,
0,18,48.5,3.720909091,3.193333333,3.89,3.9475,0,
0,19,49.625,4.030909091,3.756666667,4.03,4.2375,0,
0,22,48.75,3.559090909,3.446666667,3.92,3.07,1,
0,22,46.375,3.420909091,3.096666667,3.54,3.545,1,
0,19,42.625,1.718333333,1.14,1.09,2.95,1,
0,25,38.37,2.993636364,2.813333333,2.6275,3.495,0,
1,23,45.75,4.147333333,3.6225,4.385,4.282,0,
1,21,52.875,4.412941176,4.396666667,4.416666667,4.41625,0,
1,25,51.43125,4.323913043,3.8975,4.401428571,4.420833333,0,
0,19,47.25,4.051666667,4.15,4.04,4.02,1,
0,21,41.6175,4.35,3.956666667,4.441666667,4.476,0,
1,22,47.95875,4.1192,3.486666667,4.211428571,4.370909091,0,
0,17,48.875,1.366666667,0.6,1.173333333,2.04,1,
1,23,50.13625,3.345833333,3.496666667,3.134285714,3.86,1,
1,21,52.875,3.96,2.68,4.356666667,4.203333333,0,
0,29,35.625,4.291666667,4.7,4.163333333,4.28,1,
0,18,46.375,4.152727273,3.88,4.3,4.21,0,
0,30,45.74125,4.09,3.48,4.196666667,4.235,1,
0,21,47.06217754,4.143333333,3.51,4.36,4.135,1,
0,23,47.875,4.198333333,3.57,4.383333333,4.235,1,
0,32,49.4,4.465,4.42,4.31,4.72,0,
0,19,40,3.531666667,2.68,3.706666667,3.695,0,
0,22,46,3.923333333,2.85,4.22,4.015,0,
0,22,47.06217754,3.891666667,3.16,3.996666667,4.1,0,
0,18,49.25,4.081666667,3.7,3.916666667,4.52,0,
0,18,58.5,4.185,3.42,4.33,4.35,0,
0,17,49.375,4.06,3.96,3.88,4.38,0,
0,26,55.50625,4.688333333,4.64,4.616666667,4.82,0,
0,1,47.06217754,3.401666667,2.71,3.826666667,3.11,0,
0,18,59.5,3.01,3.31,2.18,4.105,0,
0,26,49.12875,4.168333333,3.13,4.39,4.355,0,
0,27,56.75,4.073333333,3.39,4.41,3.91,0,
1,21,43.75,4.451578947,4.09,4.583333333,4.415833333,1,
0,23,47.63875,1.081666667,1.05,1.113333333,1.05,1,
0,20,47.06217754,3.151666667,2.85,3.663333333,2.535,1,
0,18,44.25,3.618333333,3.26,3.836666667,3.47,0,
0,19,50,3.768333333,3.11,3.96,3.81,0,
0,19,47.06217754,3.825,3.05,4.06,3.86,1,
0,33,49.125,4.718333333,4.8,4.763333333,4.61,0,
0,22,42.25,3.305,3.19,3.836666667,2.565,1,
1,26,40.45625,4.363809524,3.333333333,4.625,4.464,0,
0,24,41.625,4.07,3.31,4.276666667,4.14,0,
0,22,37.875,4.008333333,3.39,4.44,3.67,0,
0,22,46.125,3.69,2.16,4.206666667,3.68,0,
0,18,61.375,4.016666667,3.46,3.88,4.5,1,
0,19,57.5,3.93,3.28,3.913333333,4.28,0,
1,20,44.75,4.04,3.67,4.6,3.4325,0,
0,27,44.9375,4.223333333,3.194817293,4.366666667,4.08,0,
0,27,49.82,4.418333333,3.37,4.733333333,4.47,0,
0,18,51.625,3.858333333,3.21,3.826666667,4.23,0,
1,21,43.75,4.093636364,3.27,4.408333333,4.013333333,0,
0,22,42.875,3.25,4.04,2.446666667,4.06,0,
0,24,39.375,3.756666667,3.3,4.106666667,3.46,0,
0,18,62.25,4.365,3.51,4.486666667,4.61,0,
0,20,47.06217754,3.51,2.84,3.756666667,3.475,0,
0,26,38.88375,1.895,0.93,2.68,1.2,1,
0,42,48.125,4.025,3.43,4.26,3.97,1,
0,19,51,4.356666667,4.38,4.203333333,4.575,0,
1,20,60.25,3.985714286,3.42,3.916666667,4.243333333,0,
0,20,47.06217754,3.912857143,3.48,3.67,4.3,0,
